bucket,deviceid,datatype,e,f,ap,ca,cb,cc,pf,rp,va,vb,vc
2025-03-21T22:45:00.000Z,METER-001,TCMData,10107.224079,49.954,1421.178,8.11,7.657,7.666,0.8069,1040.203,221.196,236.823,218.408
2025-03-21T22:45:00.000Z,METER-002,TCMData,5054.283299,49.979,1217.207,5.712,5.682,5.283,0.9538,383.339,242.953,223.014,222.725
2025-03-21T23:00:00.000Z,METER-001,TCMData,10107.453151,49.946,916.287,4.392,5.043,5.048,0.8398,592.308,222.208,236.245,219.587
2025-03-21T23:00:00.000Z,METER-002,TCMData,5054.402173,49.988,475.498,1.983,2.178,2.273,0.9666,126.052,243.437,223.088,221.638
2025-03-21T23:15:00.000Z,METER-001,TCMData,10107.690181,49.987,948.121,4.295,4.189,4.473,0.9731,224.518,221.035,236.364,219.383
2025-03-21T23:15:00.000Z,METER-002,TCMData,5054.512847,49.971,442.697,2.261,2.406,2.375,0.8225,306.151,242.945,222.637,222.337
2025-03-21T23:30:00.000Z,METER-001,TCMData,10107.913967,49.978,895.145,4.218,4.124,4.416,0.9327,346.086,220.767,236.418,219.87
2025-03-21T23:30:00.000Z,METER-002,TCMData,5054.629652,49.959,467.222,2.517,2.107,1.936,0.9313,182.781,243.955,221.646,222.753
2025-03-21T23:45:00.000Z,METER-001,TCMData,10108.135402,49.954,885.739,4.745,5.022,4.88,0.8039,655.266,220.782,236.128,220.08
2025-03-21T23:45:00.000Z,METER-002,TCMData,5054.75745,50.002,511.192,2.47,2.215,2.326,0.9544,159.842,243.833,221.796,221.965
2025-03-22T00:00:00.000Z,METER-001,TCMData,10108.404045,50.013,1074.572,4.364,5.059,5.051,0.9875,171.424,220.868,234.948,220.849
2025-03-22T00:00:00.000Z,METER-002,TCMData,5054.894369,49.975,547.677,1.993,2.456,2.836,0.9843,98.351,243.966,221.813,221.625
2025-03-22T00:15:00.000Z,METER-001,TCMData,10108.655658,50.05,1006.453,4.844,5.022,4.186,0.9547,313.853,220.549,234.871,219.779
2025-03-22T00:15:00.000Z,METER-002,TCMData,5055.019908,50.032,502.154,2.073,2.327,2.507,0.9544,157.084,242.81,222.198,220.583
2025-03-22T00:30:00.000Z,METER-001,TCMData,10108.886679,49.967,924.084,4.313,4.065,4.506,0.959,273.136,219.505,233.94,219.693
2025-03-22T00:30:00.000Z,METER-002,TCMData,5055.137137,49.97,468.915,1.899,1.88,2.504,0.98,95.109,243.241,222.52,219.586
2025-03-22T00:45:00.000Z,METER-001,TCMData,10109.127403,49.98,962.895,4.329,4.665,5.013,0.9202,409.603,218.325,235,219.036
2025-03-22T00:45:00.000Z,METER-002,TCMData,5055.307531,50.048,681.577,3.726,2.716,2.952,0.9553,210.976,242.576,222.153,218.835
2025-03-22T01:00:00.000Z,METER-001,TCMData,10109.375576,50.056,992.69,4.674,5.98,3.066,0.9687,254.355,218.188,233.995,220.052
2025-03-22T01:00:00.000Z,METER-002,TCMData,5055.43154,50.024,496.035,2.135,2.091,2.394,0.9857,84.838,242.133,222.851,219.167
2025-03-22T01:15:00.000Z,METER-001,TCMData,10109.61318,49.957,950.417,4.182,4.639,4.854,0.9311,372.197,218,234.576,219.226
2025-03-22T01:15:00.000Z,METER-002,TCMData,5055.554852,49.97,493.247,2.4,1.889,2.58,0.9486,164.601,241.16,221.797,218.31
2025-03-22T01:30:00.000Z,METER-001,TCMData,10109.849554,49.978,945.496,4.368,4.086,4.951,0.9438,330.995,218,234.168,220.426
2025-03-22T01:30:00.000Z,METER-002,TCMData,5055.663019,49.969,432.667,2.319,2.316,1.967,0.8651,250.815,241.41,221.376,218.907
2025-03-22T01:45:00.000Z,METER-001,TCMData,10110.123509,49.947,1095.818,5.139,4.814,5.911,0.9256,448.237,218.312,233.526,219.843
2025-03-22T01:45:00.000Z,METER-002,TCMData,5055.78587,50.056,491.405,2.311,1.989,2.324,0.9776,105.724,242.558,220.45,219.983
2025-03-22T02:00:00.000Z,METER-001,TCMData,10110.37486,49.953,1005.404,4.339,4.949,4.521,0.9761,223.654,218,233.799,219.484
2025-03-22T02:00:00.000Z,METER-002,TCMData,5055.899169,49.991,453.197,1.912,2.207,2.372,0.9216,190.862,242.34,220.271,219.248
2025-03-22T02:15:00.000Z,METER-001,TCMData,10110.597247,50.025,889.549,4.099,4.148,4.681,0.9203,378.222,218.608,234.927,219.423
2025-03-22T02:15:00.000Z,METER-002,TCMData,5056.034267,49.99,540.391,2.522,2.513,2.522,0.9402,195.849,242.682,221.447,220.421
2025-03-22T02:30:00.000Z,METER-001,TCMData,10110.850119,49.956,1011.49,4.744,4.407,4.533,0.9865,167.959,219.4,234.71,220.294
2025-03-22T02:30:00.000Z,METER-002,TCMData,5056.16182,49.942,510.21,2.525,2.192,2.169,0.9746,117.141,242.547,221.319,220.319
2025-03-22T02:45:00.000Z,METER-001,TCMData,10111.077267,50.026,908.591,5.032,5.048,4.342,0.8412,583.933,218.986,233.567,221.483
2025-03-22T02:45:00.000Z,METER-002,TCMData,5056.298396,49.967,546.304,2.501,2.463,2.732,0.9351,207.006,242.015,220.138,221.094
2025-03-22T03:00:00.000Z,METER-001,TCMData,10111.316018,50.005,955.002,5.021,4.231,4.591,0.9223,400.264,218.955,232.656,221.582
2025-03-22T03:00:00.000Z,METER-002,TCMData,5056.413296,49.986,459.6,2.089,2.025,2.416,0.9248,189.11,242.443,220.825,221.668
2025-03-22T03:15:00.000Z,METER-001,TCMData,10111.537835,50.013,887.268,4.13,4.55,4.094,0.932,345.188,218.462,231.679,220.629
2025-03-22T03:15:00.000Z,METER-002,TCMData,5056.543236,49.952,519.759,1.9,2.839,2.518,0.9416,185.9,242.124,220.164,222.247
2025-03-22T03:30:00.000Z,METER-001,TCMData,10111.778944,50.022,964.435,4.778,4.342,4.215,0.9685,247.978,218,232.634,221.466
2025-03-22T03:30:00.000Z,METER-002,TCMData,5056.660183,50.003,467.788,2.528,2.091,1.989,0.9342,178.666,240.985,219.053,221.932
2025-03-22T03:45:00.000Z,METER-001,TCMData,10112.038151,49.983,1036.826,4.599,4.511,4.971,0.9853,179.612,218,233.403,221.176
2025-03-22T03:45:00.000Z,METER-002,TCMData,5056.795771,49.942,542.352,2.774,2.71,1.874,0.9722,130.643,240.238,219.465,222.664
2025-03-22T04:00:00.000Z,METER-001,TCMData,10112.295538,50.033,1029.549,4.866,4.998,4.336,0.9721,248.558,218,233.167,220.105
2025-03-22T04:00:00.000Z,METER-002,TCMData,5056.915931,49.957,480.639,2.759,1.923,1.88,0.9659,128.859,239.423,220.504,222.626
2025-03-22T04:15:00.000Z,METER-001,TCMData,10112.54767,50.012,1008.528,4.268,4.541,4.937,0.9838,183.541,218,233.864,219.288
2025-03-22T04:15:00.000Z,METER-002,TCMData,5057.041677,50.056,502.983,2.654,2.026,2.513,0.922,211.199,238.807,220.655,223.031
2025-03-22T04:30:00.000Z,METER-001,TCMData,10112.784979,49.985,949.236,4.228,4.491,4.832,0.9405,343.043,218.086,233.716,218.532
2025-03-22T04:30:00.000Z,METER-002,TCMData,5057.1759,50.039,536.893,2.432,2.758,2.218,0.9587,159.196,237.74,219.756,222.789
2025-03-22T04:45:00.000Z,METER-001,TCMData,10113.022748,50.029,951.076,4.732,4.411,4.07,0.9648,259.432,218,234.617,218.865
2025-03-22T04:45:00.000Z,METER-002,TCMData,5057.310021,50.06,536.482,2.063,2.691,2.661,0.9562,164.327,238.081,219.149,223.733
2025-03-22T05:00:00.000Z,METER-001,TCMData,10113.263875,49.974,964.508,4.55,4.851,4.479,0.9327,372.924,218.634,233.534,218.327
2025-03-22T05:00:00.000Z,METER-002,TCMData,5057.421831,50.059,447.239,2.318,1.946,1.885,0.9652,121.088,237.467,218.192,222.559
2025-03-22T05:15:00.000Z,METER-001,TCMData,10113.499227,50.05,941.407,4.964,4.362,4.131,0.94,341.593,218,233.518,218.258
2025-03-22T05:15:00.000Z,METER-002,TCMData,5057.555132,49.947,533.205,2.752,2.348,2.553,0.9233,221.858,238.208,219.363,221.573
2025-03-22T05:30:00.000Z,METER-001,TCMData,10113.740765,49.979,966.151,4.414,4.656,4.801,0.9358,364.017,218,233.9,218
2025-03-22T05:30:00.000Z,METER-002,TCMData,5057.679269,50.045,496.549,2.301,2.365,2.106,0.9693,125.932,238.617,219.862,222.41
2025-03-22T05:45:00.000Z,METER-001,TCMData,10113.981256,49.997,961.965,4.356,4.3,4.714,0.9664,255.729,218.474,233.575,218
2025-03-22T05:45:00.000Z,METER-002,TCMData,5057.812408,49.942,532.554,2.219,2.821,2.588,0.9236,220.985,237.808,219.829,222.606
2025-03-22T06:00:00.000Z,METER-001,TCMData,10114.396323,50.016,1660.269,8.044,7.407,8.304,0.9363,622.732,218,234.62,219.188
2025-03-22T06:00:00.000Z,METER-002,TCMData,5058.046403,50.001,935.982,4.626,4.226,4.418,0.9326,362.301,237.349,220.973,222.384
2025-03-22T06:15:00.000Z,METER-001,TCMData,10114.934008,50.048,2150.741,10.485,10.181,10.614,0.9203,914.135,218.371,234.279,219.748
2025-03-22T06:15:00.000Z,METER-002,TCMData,5058.272409,49.951,904.025,4.167,4.54,4.087,0.9335,347.294,238.153,221.159,221.931
2025-03-22T06:30:00.000Z,METER-001,TCMData,10115.464485,50.057,2121.907,10.13,9.312,9.668,0.9744,489.697,219.401,233.35,220.516
2025-03-22T06:30:00.000Z,METER-002,TCMData,5058.461997,50,758.353,3.495,3.583,3.231,0.9735,178.264,238.188,220.119,221.809
2025-03-22T06:45:00.000Z,METER-001,TCMData,10115.913222,49.974,1794.949,8.815,8.407,8.544,0.9325,695.056,218.378,232.779,221.164
2025-03-22T06:45:00.000Z,METER-002,TCMData,5058.702603,49.956,962.422,4.553,4.691,4.02,0.9602,280.094,238.302,218.999,222.85
2025-03-22T07:00:00.000Z,METER-001,TCMData,10116.369296,49.959,1824.296,9.031,8.416,8.782,0.9309,716.1,218,232.309,222.159
2025-03-22T07:00:00.000Z,METER-002,TCMData,5058.882617,49.961,720.054,3.192,2.946,3.712,0.9674,188.463,238.937,219.216,221.911
2025-03-22T07:15:00.000Z,METER-001,TCMData,10116.842959,49.983,1894.653,8.792,8.96,8.675,0.9597,554.607,218,231.829,222.508
2025-03-22T07:15:00.000Z,METER-002,TCMData,5059.091913,49.974,837.185,3.396,3.893,4.428,0.9466,285.226,238.106,220.163,221.08
2025-03-22T07:30:00.000Z,METER-001,TCMData,10117.313519,49.983,1882.241,8.658,8.674,8.45,0.9778,403.731,218,231.028,222.959
2025-03-22T07:30:00.000Z,METER-002,TCMData,5059.382523,50.03,1162.438,5.229,5.411,5.557,0.9528,370.413,237.896,219.59,220.444
2025-03-22T07:45:00.000Z,METER-001,TCMData,10117.708797,50.047,1581.111,7.382,7.266,7.256,0.9656,425.526,218,231.169,223.615
2025-03-22T07:45:00.000Z,METER-002,TCMData,5059.605741,49.999,892.873,3.722,4.288,4.302,0.9657,240.162,237.805,218.642,219.412
2025-03-22T08:00:00.000Z,METER-001,TCMData,10118.228899,49.947,2080.408,9.406,10.125,10.004,0.9399,756.104,218.613,231.943,223.953
2025-03-22T08:00:00.000Z,METER-002,TCMData,5060.008616,49.957,1611.501,7.318,7.691,8.113,0.927,652.18,237.886,219.501,219.284
2025-03-22T08:15:00.000Z,METER-001,TCMData,10119.0091,50.048,3120.806,16.131,16.284,16.411,0.8525,1913.818,218.169,232.855,223.792
2025-03-22T08:15:00.000Z,METER-002,TCMData,5060.482101,49.961,1893.939,9.387,9.098,8.693,0.928,760.184,237.309,219.161,219.328
2025-03-22T08:30:00.000Z,METER-001,TCMData,10119.604857,49.986,2383.026,11.23,10.319,12.317,0.941,857.357,218,232.188,222.838
2025-03-22T08:30:00.000Z,METER-002,TCMData,5060.787406,49.974,1221.219,6.643,6.276,6.551,0.8367,799.234,238.052,218.288,218.345
2025-03-22T08:45:00.000Z,METER-001,TCMData,10120.186763,49.944,2327.625,10.822,11.184,10.961,0.9442,812.035,218.687,231.348,222.964
2025-03-22T08:45:00.000Z,METER-002,TCMData,5061.263343,50.059,1903.746,8.716,9.113,9.371,0.9326,736.633,238.254,218.366,218.798
2025-03-22T09:00:00.000Z,METER-001,TCMData,10120.981274,50.033,3178.043,14.886,15.372,15.373,0.9307,1248.715,219.407,231.421,222.63
2025-03-22T09:00:00.000Z,METER-002,TCMData,5061.727785,50.019,1857.767,8.453,8.125,8.831,0.9764,410.883,237.888,218,218.042
2025-03-22T09:15:00.000Z,METER-001,TCMData,10121.70433,49.991,2892.223,12.927,13.712,13.533,0.961,832.831,218.919,232.534,222.843
2025-03-22T09:15:00.000Z,METER-002,TCMData,5062.17671,49.969,1795.7,10,8.192,7.37,0.9372,668.435,238.649,218,218
2025-03-22T09:30:00.000Z,METER-001,TCMData,10122.440229,49.973,2943.598,14.309,14.379,13.756,0.9258,1201.767,219.56,231.474,223.161
2025-03-22T09:30:00.000Z,METER-002,TCMData,5062.476273,50.051,1198.25,6.415,6.628,6.91,0.8008,896.333,238.241,218.733,218
2025-03-22T09:45:00.000Z,METER-001,TCMData,10123.033575,50,2373.386,10.881,11.184,10.834,0.9648,646.617,220.349,230.536,222.044
2025-03-22T09:45:00.000Z,METER-002,TCMData,5062.839357,49.974,1452.334,6.949,6.968,7.123,0.9207,615.732,237.35,219.428,218
2025-03-22T10:00:00.000Z,METER-001,TCMData,10123.945116,49.986,3646.165,16.691,16.552,16.343,0.9829,683.258,219.781,231.049,222.473
2025-03-22T10:00:00.000Z,METER-002,TCMData,5063.14891,49.954,1238.212,5.948,5.914,6.034,0.9223,518.805,236.559,220.587,218
2025-03-22T10:15:00.000Z,METER-001,TCMData,10124.743853,49.975,3194.949,14.047,14.707,14.572,0.9857,546.009,220.001,231.088,222.211
2025-03-22T10:15:00.000Z,METER-002,TCMData,5063.580605,49.985,1726.78,8.845,8.417,7.148,0.9428,610.413,236.739,220.525,218
2025-03-22T10:30:00.000Z,METER-001,TCMData,10125.447351,50.026,2813.991,13.595,13.451,13.299,0.9308,1105.408,220.648,231.007,222.788
2025-03-22T10:30:00.000Z,METER-002,TCMData,5063.902492,49.946,1287.548,6.206,6.075,5.431,0.9693,326.468,235.816,219.967,219.163
2025-03-22T10:45:00.000Z,METER-001,TCMData,10126.128741,49.997,2725.561,12.591,11.934,12.687,0.9738,635.991,221.569,231.58,223.754
2025-03-22T10:45:00.000Z,METER-002,TCMData,5064.324485,50.047,1687.973,7.656,8.113,7.898,0.9499,555.417,236.713,219.255,219.786
2025-03-22T11:00:00.000Z,METER-001,TCMData,10126.939099,50.038,3241.432,16.64,16.65,16.836,0.8602,1921.212,220.418,231.635,224.486
2025-03-22T11:00:00.000Z,METER-002,TCMData,5064.763128,49.98,1754.57,8.388,8.206,8.328,0.9339,671.853,237.543,220.208,220.747
2025-03-22T11:15:00.000Z,METER-001,TCMData,10127.647455,50.045,2833.422,13.191,13.32,12.858,0.9599,827.899,219.934,230.481,224.408
2025-03-22T11:15:00.000Z,METER-002,TCMData,5065.168191,50.021,1620.254,7.624,7.607,8.023,0.9257,662.107,236.831,221.06,219.548
2025-03-22T11:30:00.000Z,METER-001,TCMData,10128.365475,50.004,2872.08,12.771,13.508,13.473,0.9624,810.519,221.047,231.33,223.261
2025-03-22T11:30:00.000Z,METER-002,TCMData,5065.471659,50.039,1213.873,5.391,5.099,6.025,0.9781,258.213,236.915,219.91,219.486
2025-03-22T11:45:00.000Z,METER-001,TCMData,10129.269161,49.963,3614.745,16.794,17.15,17.374,0.9398,1314.932,220.923,230.632,223.032
2025-03-22T11:45:00.000Z,METER-002,TCMData,5065.929342,50.009,1830.732,8.517,8.817,8.212,0.9549,569.287,236.442,219.176,219.817
2025-03-22T12:00:00.000Z,METER-001,TCMData,10130.026697,50.034,3030.143,14.358,13.722,14.149,0.955,941.082,220.893,231.632,223.686
2025-03-22T12:00:00.000Z,METER-002,TCMData,5066.306131,50.028,1507.154,6.73,6.838,7.002,0.9751,342.599,236.238,220.149,219.844
2025-03-22T12:15:00.000Z,METER-001,TCMData,10130.60638,49.954,2318.732,10.297,10.926,10.285,0.9813,454.846,219.993,232.336,222.624
2025-03-22T12:15:00.000Z,METER-002,TCMData,5066.780179,49.967,1896.191,9.393,8.801,8.717,0.9386,696.751,235.461,220.807,219.361
2025-03-22T12:30:00.000Z,METER-001,TCMData,10131.143866,49.963,2149.943,10.592,10.256,10.212,0.9215,906.068,220.778,231.473,223.776
2025-03-22T12:30:00.000Z,METER-002,TCMData,5067.148231,49.979,1472.208,7.252,7.92,6.136,0.9205,624.947,234.33,220.806,220.401
2025-03-22T12:45:00.000Z,METER-001,TCMData,10131.907731,49.991,3055.461,14.247,13.952,14.052,0.964,842.637,220.794,230.676,223.682
2025-03-22T12:45:00.000Z,METER-002,TCMData,5067.58584,49.97,1750.435,8.256,7.755,8.081,0.9641,481.799,235.224,221.878,221.126
2025-03-22T13:00:00.000Z,METER-001,TCMData,10132.897969,49.954,3960.951,18.215,17.947,18.189,0.9732,935.545,221.928,229.481,222.529
2025-03-22T13:00:00.000Z,METER-002,TCMData,5067.933036,50.004,1388.784,6.384,6.153,6.595,0.9643,381.578,234.09,222.48,220.986
2025-03-22T13:15:00.000Z,METER-001,TCMData,10133.546974,50.014,2596.02,12.227,13.076,12.125,0.9278,1043.824,220.819,228.381,223.617
2025-03-22T13:15:00.000Z,METER-002,TCMData,5068.308761,50.049,1502.898,7.304,7.002,6.874,0.9436,527.585,234.735,221.988,220.105
2025-03-22T13:30:00.000Z,METER-001,TCMData,10134.13534,49.943,2353.465,12.956,12.67,12.905,0.8144,1676.746,221.508,228.857,224.6
2025-03-22T13:30:00.000Z,METER-002,TCMData,5068.697144,49.979,1553.534,6.959,7.538,7.655,0.9332,598.43,235.593,221.422,219.362
2025-03-22T13:45:00.000Z,METER-001,TCMData,10135.040426,49.965,3620.342,16.539,17.289,17.145,0.9442,1263.372,222.667,229.967,224.388
2025-03-22T13:45:00.000Z,METER-002,TCMData,5069.174128,50,1907.935,9.081,9.073,9.145,0.9281,765.248,236.506,221.633,219.566
2025-03-22T14:00:00.000Z,METER-001,TCMData,10135.836184,50.03,3183.034,15.564,14.735,15.449,0.9276,1282.166,222.068,229.554,223.459
2025-03-22T14:00:00.000Z,METER-002,TCMData,5069.549534,50.038,1501.625,7.01,6.643,6.795,0.977,327.768,235.515,221.543,219.439
2025-03-22T14:15:00.000Z,METER-001,TCMData,10136.448274,50.011,2448.361,10.836,11.251,11.049,0.9855,420.987,221.926,229.051,223.77
2025-03-22T14:15:00.000Z,METER-002,TCMData,5069.995262,50.035,1782.911,8.427,8.028,7.664,0.9817,346.305,235.826,221.885,219.997
2025-03-22T14:30:00.000Z,METER-001,TCMData,10137.243496,50.044,3180.889,14.967,15.885,15.004,0.9258,1298.717,221.918,228.832,223.57
2025-03-22T14:30:00.000Z,METER-002,TCMData,5070.428555,49.941,1733.171,7.865,8.308,7.666,0.9653,468.982,235.577,223.065,219.218
2025-03-22T14:45:00.000Z,METER-001,TCMData,10138.13358,50.051,3560.337,15.846,16.377,15.93,0.9889,535.573,221.152,228.848,222.925
2025-03-22T14:45:00.000Z,METER-002,TCMData,5070.814172,49.96,1542.468,8.091,8.236,8.069,0.841,992.393,235.576,222.307,218.777
2025-03-22T15:00:00.000Z,METER-001,TCMData,10138.943027,50.013,3237.787,15.055,15.887,15.84,0.926,1320.386,220.431,228.467,223.802
2025-03-22T15:00:00.000Z,METER-002,TCMData,5071.200115,49.986,1543.773,6.957,7.051,6.831,0.9846,273.66,234.772,222.727,219.614
2025-03-22T15:15:00.000Z,METER-001,TCMData,10139.687737,49.969,2978.839,14.172,13.745,14.101,0.9475,1005.159,221.139,229.174,223.082
2025-03-22T15:15:00.000Z,METER-002,TCMData,5071.634637,49.999,1738.087,8.432,8.987,7.533,0.924,719.117,235.094,223.86,219.488
2025-03-22T15:30:00.000Z,METER-001,TCMData,10140.631476,49.982,3774.954,17.561,16.923,17.526,0.9711,927.576,222.019,228.277,222.377
2025-03-22T15:30:00.000Z,METER-002,TCMData,5072.008855,50.041,1496.872,6.311,7.147,6.725,0.9843,268.722,235.17,223.265,219.706
2025-03-22T15:45:00.000Z,METER-001,TCMData,10141.245205,50.051,2454.915,11.365,11.498,11.967,0.944,857.733,221.11,227.942,222.908
2025-03-22T15:45:00.000Z,METER-002,TCMData,5072.325096,49.984,1264.963,5.764,6.33,6.097,0.9256,517.168,234.477,222.69,218.954
2025-03-22T16:00:00.000Z,METER-001,TCMData,10142.015334,50.037,3080.516,14.418,14.695,14.506,0.9478,1036.523,220.047,227.507,223.082
2025-03-22T16:00:00.000Z,METER-002,TCMData,5072.729772,49.942,1618.704,7.66,6.742,7.958,0.9625,456.331,235.454,223.137,218.334
2025-03-22T16:15:00.000Z,METER-001,TCMData,10142.617439,50.007,2408.42,12.008,11.652,11.54,0.9205,1022.207,219.846,226.661,222.445
2025-03-22T16:15:00.000Z,METER-002,TCMData,5073.221714,50.031,1967.766,8.857,10.425,8.194,0.9535,622.22,235.078,222.957,218
2025-03-22T16:30:00.000Z,METER-001,TCMData,10143.449894,50.036,3329.819,15.875,15.416,15.186,0.963,931.306,220.449,225.515,223.583
2025-03-22T16:30:00.000Z,METER-002,TCMData,5073.597318,49.974,1502.415,6.818,6.538,7.389,0.9622,424.995,235.468,223.922,218
2025-03-22T16:45:00.000Z,METER-001,TCMData,10144.311853,49.979,3447.836,16.672,16.712,16.708,0.9277,1387.841,219.41,224.651,223.714
2025-03-22T16:45:00.000Z,METER-002,TCMData,5073.998253,49.942,1603.74,7.66,7.184,7.439,0.9547,499.751,236.244,224.205,218
2025-03-22T17:00:00.000Z,METER-001,TCMData,10144.943646,50.016,2527.174,12.009,12.088,12.1,0.9429,892.713,218.829,225.044,222.526
2025-03-22T17:00:00.000Z,METER-002,TCMData,5074.515272,50.032,2068.075,9.216,9.376,9.715,0.9702,516.427,236.236,223.032,218.428
2025-03-22T17:15:00.000Z,METER-001,TCMData,10145.639824,49.995,2784.711,12.913,12.672,13.557,0.9594,818.612,218.987,225.795,222.61
2025-03-22T17:15:00.000Z,METER-002,TCMData,5074.874564,49.944,1437.167,6.327,6.472,6.458,0.9899,205.786,235.389,223.689,219.423
2025-03-22T17:30:00.000Z,METER-001,TCMData,10146.562578,50.013,3691.014,17.941,17.75,17.429,0.9356,1393.137,219.129,226.334,222.954
2025-03-22T17:30:00.000Z,METER-002,TCMData,5075.207494,49.963,1331.721,6.215,6.125,6.252,0.9493,440.988,235.984,224.416,218.713
2025-03-22T17:45:00.000Z,METER-001,TCMData,10147.315357,50.033,3011.117,14.248,13.804,13.791,0.9678,783.663,219.812,225.956,223.466
2025-03-22T17:45:00.000Z,METER-002,TCMData,5075.499056,50.038,1166.249,5.284,5.912,5.297,0.9384,429.514,235.752,224.218,218.216
2025-03-22T18:00:00.000Z,METER-001,TCMData,10148.12829,49.956,3251.73,15.63,15.816,15.822,0.9273,1312.554,219.99,225.03,222.658
2025-03-22T18:00:00.000Z,METER-002,TCMData,5075.925209,50.056,1704.611,7.978,8.265,8.291,0.9214,718.749,234.799,224.984,218.853
2025-03-22T18:15:00.000Z,METER-001,TCMData,10148.873258,50.045,2979.874,13.784,14.175,13.656,0.9635,827.562,220.005,226.037,222.802
2025-03-22T18:15:00.000Z,METER-002,TCMData,5076.283242,50.021,1432.132,6.354,6.584,6.499,0.9762,318.171,235.374,224.771,219.165
2025-03-22T18:30:00.000Z,METER-001,TCMData,10149.581464,50.045,2832.824,13.007,13.151,13.129,0.9717,688.765,219.346,226.822,221.694
2025-03-22T18:30:00.000Z,METER-002,TCMData,5076.678441,50.037,1580.795,7.527,6.915,6.678,0.9897,229.015,235.854,224.775,220.032
2025-03-22T18:45:00.000Z,METER-001,TCMData,10150.256081,49.964,2698.468,11.916,13.464,12.604,0.9572,816.436,218.791,227.756,221.444
2025-03-22T18:45:00.000Z,METER-002,TCMData,5077.039333,50.028,1443.566,6.734,6.582,5.996,0.9885,220.455,236.276,223.666,220.595
2025-03-22T19:00:00.000Z,METER-001,TCMData,10150.824866,49.985,2275.142,10.705,10.693,10.155,0.9693,577.201,219.87,228.745,220.886
2025-03-22T19:00:00.000Z,METER-002,TCMData,5077.313665,50.016,1097.33,4.765,5.156,5.147,0.9604,318.313,235.847,224.854,221.745
2025-03-22T19:15:00.000Z,METER-001,TCMData,10151.356209,49.95,2125.37,10.075,10.052,9.646,0.9614,608.019,219.05,227.647,221.535
2025-03-22T19:15:00.000Z,METER-002,TCMData,5077.589773,49.963,1104.432,5.451,4.87,5,0.9507,360.293,236.023,224.784,221.628
2025-03-22T19:30:00.000Z,METER-001,TCMData,10152.029026,50.051,2691.269,13.206,12.955,11.232,0.9699,675.507,218.17,227.56,222.11
2025-03-22T19:30:00.000Z,METER-002,TCMData,5077.874779,50.008,1140.024,5.536,5.073,5.036,0.9614,326.076,235.776,225.719,220.61
2025-03-22T19:45:00.000Z,METER-001,TCMData,10152.629912,49.974,2403.545,11.501,11.432,11.833,0.9333,924.883,218,227.221,221.461
2025-03-22T19:45:00.000Z,METER-002,TCMData,5078.115831,49.945,964.208,4.997,4.785,4.94,0.8626,565.36,236.845,225.824,220.673
2025-03-22T20:00:00.000Z,METER-001,TCMData,10153.071868,50.015,1767.825,8.106,8.68,8.699,0.9351,669.993,218,227.978,221.664
2025-03-22T20:00:00.000Z,METER-002,TCMData,5078.324479,50.011,834.592,3.689,4.195,3.886,0.9345,317.904,235.965,226.758,220.151
2025-03-22T20:15:00.000Z,METER-001,TCMData,10153.523074,49.945,1804.825,8.034,8.247,8.805,0.9665,479.052,218.853,228.458,222.639
2025-03-22T20:15:00.000Z,METER-002,TCMData,5078.651186,49.997,1306.829,5.963,6.313,5.704,0.9581,390.877,236.945,225.992,219.857
2025-03-22T20:30:00.000Z,METER-001,TCMData,10153.988665,49.943,1862.363,10.504,10.407,10.154,0.8029,1382.771,219.139,229.081,223.797
2025-03-22T20:30:00.000Z,METER-002,TCMData,5078.918072,50.047,1067.543,4.814,4.58,5.193,0.9679,277.171,236.215,225.362,218.886
2025-03-22T20:45:00.000Z,METER-001,TCMData,10154.515849,50.047,2108.735,10.236,9.921,9.675,0.9498,694.391,218.466,228.544,222.779
2025-03-22T20:45:00.000Z,METER-002,TCMData,5079.24612,50.012,1312.194,5.675,5.951,5.955,0.9865,217.898,235.033,226.265,219.617
2025-03-22T21:00:00.000Z,METER-001,TCMData,10154.960338,49.991,1777.955,8.206,8.695,8.628,0.9377,658.653,218.332,228.418,221.664
2025-03-22T21:00:00.000Z,METER-002,TCMData,5079.574229,49.945,1312.437,6.151,5.478,6.195,0.9753,297.014,234.882,225.275,219.312
2025-03-22T21:15:00.000Z,METER-001,TCMData,10155.56713,50.054,2427.166,11.289,10.965,11.563,0.9668,641.328,218,228.702,221.424
2025-03-22T21:15:00.000Z,METER-002,TCMData,5079.937176,49.987,1451.788,6.564,6.348,6.533,0.9863,242.777,234.345,226.463,220.471
2025-03-22T21:30:00.000Z,METER-001,TCMData,10156.171621,49.95,2417.966,11.935,11.626,11.565,0.9259,986.588,218.542,228.97,221.609
2025-03-22T21:30:00.000Z,METER-002,TCMData,5080.171291,50.046,936.46,4.453,3.872,4.496,0.9656,252.165,234.032,225.947,220.797
2025-03-22T21:45:00.000Z,METER-001,TCMData,10156.606883,49.978,1741.05,8.136,9.024,6.976,0.9726,416.479,218,228.735,220.792
2025-03-22T21:45:00.000Z,METER-002,TCMData,5080.491733,49.985,1281.769,5.577,6.258,5.593,0.9702,320.325,234.299,226.514,221.473
2025-03-22T22:00:00.000Z,METER-001,TCMData,10157.053899,49.94,1788.064,9.149,6.809,8.91,0.9695,451.987,218,229.544,219.95
